module,uid,ProducerName,switches,file,rank,flushes,record_id,exe,max_byte,type,job_id,op,cnt,schema,off,pt_sel,dur,len,ndims,reg_hslab,irreg_hslab,npoints,timestamp,total,start
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,159383551,MOD,4789,write,38,N/A,155189248,-1,0.003002,4194304,-1,-1,-1,-1,1718735568.301036,0.103601,0.234131
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,163577855,MOD,4789,write,39,N/A,159383552,-1,0.003646,4194304,-1,-1,-1,-1,1718735568.305621,0.107247,0.238073
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,167772159,MOD,4789,write,40,N/A,163577856,-1,0.003628,4194304,-1,-1,-1,-1,1718735568.309750,0.110875,0.242219
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,171966463,MOD,4789,write,41,N/A,167772160,-1,0.003038,4194304,-1,-1,-1,-1,1718735568.313743,0.113913,0.246803
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,176160767,MOD,4789,write,42,N/A,171966464,-1,0.002649,4194304,-1,-1,-1,-1,1718735568.317668,0.116562,0.251117
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,180355071,MOD,4789,write,43,N/A,176160768,-1,0.003541,4194304,-1,-1,-1,-1,1718735568.322220,0.120102,0.254777
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,184549375,MOD,4789,write,44,N/A,180355072,-1,0.004276,4194304,-1,-1,-1,-1,1718735568.327000,0.124378,0.258822
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,188743679,MOD,4789,write,45,N/A,184549376,-1,0.002714,4194304,-1,-1,-1,-1,1718735568.331011,0.127092,0.264395
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,192937983,MOD,4789,write,46,N/A,188743680,-1,0.004035,4194304,-1,-1,-1,-1,1718735568.335778,0.131128,0.267840
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,197132287,MOD,4789,write,47,N/A,192937984,-1,0.003200,4194304,-1,-1,-1,-1,1718735568.340180,0.134328,0.273077
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,201326591,MOD,4789,write,48,N/A,197132288,-1,0.002254,4194304,-1,-1,-1,-1,1718735568.343226,0.136581,0.277070
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,205520895,MOD,4789,write,49,N/A,201326592,-1,0.002517,4194304,-1,-1,-1,-1,1718735568.347572,0.139098,0.281153
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,209715199,MOD,4789,write,50,N/A,205520896,-1,0.002889,4194304,-1,-1,-1,-1,1718735568.350929,0.141987,0.284138
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,213909503,MOD,4789,write,51,N/A,209715200,-1,0.002107,4194304,-1,-1,-1,-1,1718735568.354077,0.144094,0.288067
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,218103807,MOD,4789,write,52,N/A,213909504,-1,0.002037,4194304,-1,-1,-1,-1,1718735568.357313,0.146131,0.291374
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,222298111,MOD,4789,write,53,N/A,218103808,-1,0.002906,4194304,-1,-1,-1,-1,1718735568.360427,0.149037,0.293619
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,226492415,MOD,4789,write,54,N/A,222298112,-1,0.002183,4194304,-1,-1,-1,-1,1718735568.363830,0.151220,0.297744
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,230686719,MOD,4789,write,55,N/A,226492416,-1,0.029218,4194304,-1,-1,-1,-1,1718735568.394426,0.180438,0.301306
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,234881023,MOD,4789,write,56,N/A,230686720,-1,0.094587,4194304,-1,-1,-1,-1,1718735568.491418,0.275025,0.332928
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,239075327,MOD,4789,write,57,N/A,234881024,-1,0.101511,4194304,-1,-1,-1,-1,1718735568.594487,0.376536,0.429074
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,243269631,MOD,4789,write,58,N/A,239075328,-1,0.101323,4194304,-1,-1,-1,-1,1718735568.697643,0.477860,0.532417
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,247463935,MOD,4789,write,59,N/A,243269632,-1,0.107370,4194304,-1,-1,-1,-1,1718735568.805443,0.585230,0.634171
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,251658239,MOD,4789,write,60,N/A,247463936,-1,0.131835,4194304,-1,-1,-1,-1,1718735568.937705,0.717065,0.741969
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,255852543,MOD,4789,write,61,N/A,251658240,-1,0.142252,4194304,-1,-1,-1,-1,1718735569.080393,0.859316,0.874239
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,260046847,MOD,4789,write,62,N/A,255852544,-1,0.138700,4194304,-1,-1,-1,-1,1718735569.219370,0.998017,1.016768
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,264241151,MOD,4789,write,63,N/A,260046848,-1,0.138696,4194304,-1,-1,-1,-1,1718735569.360345,1.136713,1.157747
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,268435455,MOD,4789,write,64,N/A,264241152,-1,0.142810,4194304,-1,-1,-1,-1,1718735569.504419,1.279523,1.297707
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,272629759,MOD,4789,write,65,N/A,268435456,-1,0.159452,4194304,-1,-1,-1,-1,1718735569.665396,1.438975,1.442042
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,276824063,MOD,4789,write,66,N/A,272629760,-1,0.180471,4194304,-1,-1,-1,-1,1718735569.847366,1.619445,1.602993
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,281018367,MOD,4789,write,67,N/A,276824064,-1,0.167479,4194304,-1,-1,-1,-1,1718735570.016330,1.786925,1.784948
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,285212671,MOD,4789,write,68,N/A,281018368,-1,0.173055,4194304,-1,-1,-1,-1,1718735570.189694,1.959980,1.952737
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,289406975,MOD,4789,write,69,N/A,285212672,-1,0.180558,4194304,-1,-1,-1,-1,1718735570.370707,2.140538,2.126246
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,293601279,MOD,4789,write,70,N/A,289406976,-1,0.179383,4194304,-1,-1,-1,-1,1718735570.550368,2.319921,2.307083
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,297795583,MOD,4789,write,71,N/A,293601280,-1,0.180538,4194304,-1,-1,-1,-1,1718735570.731347,2.500459,2.486907
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,301989887,MOD,4789,write,72,N/A,297795584,-1,0.175857,4194304,-1,-1,-1,-1,1718735570.907423,2.676316,2.667665
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,306184191,MOD,4789,write,73,N/A,301989888,-1,0.183722,4194304,-1,-1,-1,-1,1718735571.091434,2.860038,2.843809
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,310378495,MOD,4789,write,74,N/A,306184192,-1,0.197631,4194304,-1,-1,-1,-1,1718735571.290374,3.057669,3.028841
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,314572799,MOD,4789,write,75,N/A,310378496,-1,0.187813,4194304,-1,-1,-1,-1,1718735571.478281,3.245481,3.226566
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,318767103,MOD,4789,write,76,N/A,314572800,-1,0.194897,4194304,-1,-1,-1,-1,1718735571.673424,3.440378,3.414624
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,322961407,MOD,4789,write,77,N/A,318767104,-1,0.185880,4194304,-1,-1,-1,-1,1718735571.859399,3.626259,3.609617
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,327155711,MOD,4789,write,78,N/A,322961408,-1,0.186694,4194304,-1,-1,-1,-1,1718735572.048378,3.812953,3.797781
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,331350015,MOD,4789,write,79,N/A,327155712,-1,0.193496,4194304,-1,-1,-1,-1,1718735572.242351,4.006449,3.984953
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,335544319,MOD,4789,write,80,N/A,331350016,-1,0.196580,4194304,-1,-1,-1,-1,1718735572.440430,4.203029,4.179948
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,339738623,MOD,4789,write,81,N/A,335544320,-1,0.197534,4194304,-1,-1,-1,-1,1718735572.638402,4.400563,4.376966
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,343932927,MOD,4789,write,82,N/A,339738624,-1,0.205440,4194304,-1,-1,-1,-1,1718735572.845376,4.606003,4.576034
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,348127231,MOD,4789,write,83,N/A,343932928,-1,0.201406,4194304,-1,-1,-1,-1,1718735573.048356,4.807409,4.783048
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,352321535,MOD,4789,write,84,N/A,348127232,-1,0.190724,4194304,-1,-1,-1,-1,1718735573.242425,4.998132,4.987799
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,356515839,MOD,4789,write,85,N/A,352321536,-1,0.207148,4194304,-1,-1,-1,-1,1718735573.449665,5.205280,5.178615
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,360710143,MOD,4789,write,86,N/A,356515840,-1,0.206625,4194304,-1,-1,-1,-1,1718735573.656390,5.411906,5.385863
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,364904447,MOD,4789,write,87,N/A,360710144,-1,0.206847,4194304,-1,-1,-1,-1,1718735573.863666,5.618753,5.592916
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,369098751,MOD,4789,write,88,N/A,364904448,-1,0.197316,4194304,-1,-1,-1,-1,1718735574.061427,5.816069,5.800209
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,373293055,MOD,4789,write,89,N/A,369098752,-1,0.206507,4194304,-1,-1,-1,-1,1718735574.268403,6.022576,5.997993
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,377487359,MOD,4789,write,90,N/A,373293056,-1,0.203895,4194304,-1,-1,-1,-1,1718735574.476397,6.226472,6.208599
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,381681663,MOD,4789,write,91,N/A,377487360,-1,0.208145,4194304,-1,-1,-1,-1,1718735574.685005,6.434616,6.412958
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,385875967,MOD,4789,write,92,N/A,381681664,-1,0.195311,4194304,-1,-1,-1,-1,1718735574.880429,6.629927,6.621216
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,390070271,MOD,4789,write,93,N/A,385875968,-1,0.207842,4194304,-1,-1,-1,-1,1718735575.088367,6.837769,6.816623
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,394264575,MOD,4789,write,94,N/A,390070272,-1,0.205553,4194304,-1,-1,-1,-1,1718735575.294385,7.043321,7.024930
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,398458879,MOD,4789,write,95,N/A,394264576,-1,0.206563,4194304,-1,-1,-1,-1,1718735575.503029,7.249885,7.232563
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,402653183,MOD,4789,write,96,N/A,398458880,-1,0.195945,4194304,-1,-1,-1,-1,1718735575.699431,7.445829,7.439584
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,406847487,MOD,4789,write,97,N/A,402653184,-1,0.206552,4194304,-1,-1,-1,-1,1718735575.906408,7.652381,7.635953
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,411041791,MOD,4789,write,98,N/A,406847488,-1,0.203535,4194304,-1,-1,-1,-1,1718735576.113385,7.855916,7.845948
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,415236095,MOD,4789,write,99,N/A,411041792,-1,0.205744,4194304,-1,-1,-1,-1,1718735576.320672,8.061660,8.051026
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,419430399,MOD,4789,write,100,N/A,415236096,-1,0.197342,4194304,-1,-1,-1,-1,1718735576.518432,8.259002,8.257188
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,423624703,MOD,4789,write,101,N/A,419430400,-1,0.206527,4194304,-1,-1,-1,-1,1718735576.725410,8.465529,8.454980
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,427819007,MOD,4789,write,102,N/A,423624704,-1,0.204535,4194304,-1,-1,-1,-1,1718735576.932388,8.670065,8.663950
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,432013311,MOD,4789,write,103,N/A,427819008,-1,0.207020,4194304,-1,-1,-1,-1,1718735577.139676,8.877084,8.868754
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,436207615,MOD,4789,write,104,N/A,432013312,-1,0.206257,4194304,-1,-1,-1,-1,1718735577.346340,9.083341,9.076181
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,440401919,MOD,4789,write,105,N/A,436207616,-1,0.196611,4194304,-1,-1,-1,-1,1718735577.544418,9.279953,9.283904
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,444596223,MOD,4789,write,106,N/A,440401920,-1,0.205627,4194304,-1,-1,-1,-1,1718735577.751390,9.485579,9.481861
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,448790527,MOD,4789,write,107,N/A,444596224,-1,0.211670,4194304,-1,-1,-1,-1,1718735577.964369,9.697250,9.688797
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,452984831,MOD,4789,write,108,N/A,448790528,-1,0.206669,4194304,-1,-1,-1,-1,1718735578.171344,9.903919,9.900772
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,457179135,MOD,4789,write,109,N/A,452984832,-1,0.206063,4194304,-1,-1,-1,-1,1718735578.378726,10.109982,10.108760
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,461373439,MOD,4789,write,110,N/A,457179136,-1,0.206254,4194304,-1,-1,-1,-1,1718735578.585391,10.316236,10.315234
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,465567743,MOD,4789,write,111,N/A,461373440,-1,0.204709,4194304,-1,-1,-1,-1,1718735578.792373,10.520945,10.523762
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,469762047,MOD,4789,write,112,N/A,465567744,-1,0.206546,4194304,-1,-1,-1,-1,1718735578.999346,10.727491,10.728898
